Bess, Soul Nourisher	1	NCC;PNCC	Trigger:Whenever one or more other creatures you control with base power and toughness 1/1 enter	Whenever one or more other creatures you control with base power and toughness 1/1 enter, put a +1/+1 counter on ~.
Snowfall	2	ICE	Effect:add;Effect:spend	add an additional {U}{U} instead
Spectral Shift	1	5DN	Effect:change	Change the text of target spell or permanent by replacing all instances of one basic land type with another
Auntie Ant, Ant Auntie	1	UNK	Effect:multiblight	multiblight 4
Wildgrove Summoner	1	YECL	Effect:forest	Forest cards in your hand and library perpetually become 3/4 Treefolk creatures in addition to their other types and gain reach and haste
All-You-Can-Eat Buffet	1	PF25	Effect:unknown	The top card of your library is a Food token. It's still a card.
Two by Four	1	MB2	Effect:put	Put a base power 4 counter on target creature
The Egotistical Velociraptor	1	UNK	Effect:choose	choose another Magic player not currently in a game of Magic and ask them to take over your game
Captured by the Consulate	1	KLD;PKLD	Effect:change	change the target to enchanted creature if able
Jaya Ballard Avatar	1	PMOA	Effect:deal	{X}: ~ deals an amount of damage chosen at random from 0 to X to any target. Activate only once each turn.
Rhys, the Evermore	1	ECL;PECL	Effect:remove	{W}, {T}: Remove any number of counters from target creature you control. Activate only as a sorcery.
Alberix, the Trade Planet	1	MB2	Effect:unknown	Planet
Spire Phantasm	1	CN2	Effect:effect_structure	Reveal this card as you draft it. The next time a player drafts a card from this booster pack, guess that card's name. Then that player reveals the drafted card
Ajani, Strength of the Pride	1	J22;M20;PLST;PM20	Effect:gain	[+1]: You gain life equal to the number of creatures you control plus the number of planeswalkers you control.
The Chaos Keeper	1	UNK	Effect:static_structure	~ enters with a sealed Magic booster pack of your choice under it.
Katilda, Dawnhart Prime	1	DBL;MID;PMID	Effect:add	{T}: Add one mana of any of ~'s colors.
Huatli, Warrior Poet	1	PXLN;XLN	Effect:creatures	Creatures dealt damage this way can't block
Reverse the Sands	1	C16;CHK	Effect:redistribute	Redistribute any number of players' life totals.
Sharkey, Tyrant of the Shire	2	LTR;PLTR	Effect:static_structure;Effect:unknown	Activated abilities of lands your opponents control can't be activated unless they're mana abilities.
Multani's Presence	1	ULG	Trigger:Whenever a spell you've cast is countered	Whenever a spell you've cast is countered, draw a card.
Double Deal	1	UGL	Effect:choose	Choose another player. ~ deals 3 damage to that player. At the beginning of the first upkeep in your next game with that player, ~ deals 3 damage to the player.
Ransack, the Lab	1	UNK	Effect:spell	Spell commander Look at the top three cards of your library. Put one of them into your hand and the rest into your graveyard.
Otherworldly Escort	1	MKC	Effect:it's	It's a Spirit Detective
Woodland Investigation	1	YMKM	Effect:become	become a Clue artifact in addition to its other types and gains "{2}, Sacrifice ~: Draw a card."
Mysterious Stranger	1	PIP	Effect:for	for each graveyard with an instant or sorcery card in it, exile target instant or sorcery card from that graveyard
Scrapdiver Serpent	0	CMR;SOM	NO-GAP-DETAILS	
Bloodline Recollector	1	FRA	Swallow:Condition_If	Condition_If — At the beginning of each end step, if three or more creatures died this turn, this creature becomes prepared. (While it's prepared, you may 
Divergent Transformations	1	C16;CMM	Effect:for	For each of those creatures, its controller reveals cards from the top of their library until they reveal a creature card, puts that card onto the battlefield, 
The War in Heaven	1	40K	Effect:they're	They're artifacts in addition to their other types
Volrath's Motion Sensor	2	UGL	Effect:unknown;Trigger:When ~ falls off the chosen hand	As ~ enters, choose one of enchanted player's hands. That player balances ~ on the back of that hand.
Hostile Negotiations	1	BRO;PBRO;PRM	Effect:look	Look at the cards in each pile, then turn a pile of your choice face up
Backslide	1	ONS	Effect:turn	Turn target creature with a morph ability face down.
Kharasha Foothills	1	MOC;OPC2;OPCA	Effect:for	for each other opponent, you may create a token that's a copy of that creature, tapped and attacking that opponent
Pin Trading	1	PUNK	Trigger:When you encounter this	When you encounter this, draw a card for each pin you are wearing and each ~ token attached to creatures you control.
Dungeon Master	2	PHTR	Effect:get;Effect:skip	skip your next turn
Orator of Ojutai	1	C17;DTK;F15;PRM	Swallow:Condition_If	Condition_If — As an additional cost to cast this spell, you may reveal a Dragon card from your hand. Defender, flying When this creature enters, if you re
Bruna, Light of Alabaster	1	AVR;C18;PHEL;SLD	Effect:put	put onto the battlefield attached to it any number of Aura cards that could enchant it from your graveyard and/or hand
Phyrexian Splicer	5	PLST;TMP	Cost:Choose flying;Cost:first strike;Cost:or shadow;Cost:trample;Effect:lose	{2}, {T}, Choose flying, first strike, trample, or shadow: Until end of turn, target creature with the chosen ability loses it and another target creature gains
Our Market Research Shows That Players Like Really Long Card Names So We Made this Card to Have the Absolute Longest Card Name Ever Elemental	1	UNH	Effect:unknown	Art rampage 2
Immortal Obligation	1	MKC	Swallow:Condition_AsLongAs	Condition_AsLongAs — Return target creature card from an opponent's graveyard to the battlefield under their control with a duty counter on it. For as long as t
Everlasting Torment	1	C16;ECC;SHM	Effect:effect_structure	All damage is dealt as though its source had wither.
Convention Maro	3	PF24	Effect:[a1];Effect:[b1];Trigger:— As you create your deck	— As you create your deck
Diabolic Servitude	1	C15;CMA;PD3;PLST;TD2;USG	Trigger:When the creature put onto the battlefield with ~ dies	When the creature put onto the battlefield with ~ dies, exile it and return ~ to its owner's hand.
Lukamina, Crocodile Form	1	HBG	Effect:it	it unspecializes
Charging Hooligan	1	WOE	Swallow:Condition_If	Condition_If — Whenever this creature attacks, it gets +1/+0 until end of turn for each attacking creature. If a Rat is attacking, this creature gains tram
Rosewater's Nemesis	1	UNK	Effect:unknown	Poison Tolerance +3
Defiling Tears	1	INV	Effect:become	Until end of turn, target creature becomes black, gets +1/-1, and gains "{B}: Regenerate ~."
Imperiosaur	1	FUT;MMA;TSR	Effect:unknown	Spend only mana produced by basic lands to cast this spell.
Dream Halls	1	STH;TPR	Effect:unknown	Rather than pay the mana cost for a spell, its controller may discard a card that shares a color with that spell.
Outmuscle	1	ELD;PLST	Effect:the	Adamant — If at least three green mana was spent to cast this spell, the creature you control gains indestructible until end of turn.
Taught by Serra	1	UNK	Effect:unknown	Commander enchantment
Vorthos, Steward of Myth	1	UNF	Effect:unknown	As ~ enters, choose a named Magic character.
Hall of the Bandit Lord	1	CHK;PLST;SLD	Swallow:Condition_If	Condition_If — Hall of the Bandit Lord enters tapped. {T}, Pay 3 life: Add {C}. If that mana is spent on a creature spell, it gains haste.
Wowzer, the Aspirational	1	MB2	Effect:control	control a Blood, a Clue, a Food, a Map, a Powerstone, and a Treasure, are the monarch, and have the city's blessing and the initiative, you win the game
Crowd-Control Warden	1	MKM	Effect:replacement_structure	As ~ enters or is turned face up, put X +1/+1 counters on it, where X is the number of other creatures you control.
Esper	1	MOC	Effect:and/or	and/or black become artifacts in addition to their other types
Deliver Unto Evil	1	PWAR;WAR	Effect:leave	Leave the chosen cards in your graveyard and put the rest into your hand
Polis Crusher	1	THS	Swallow:Condition_If	Condition_If — Trample, protection from enchantments {4}{R}{G}: Monstrosity 3. (If this creature isn't monstrous, put three +1/+1 counters on it and it bec
Awoken Nephilim	1	UNK	Effect:static_structure	During deck construction, name a Nephilim card originally printed in Guildpact. ~ has that card's color identity and is a copy of that card in all zones except 
Zhalfirin Crusader	1	VIS;VMA	Effect:the	{1}{W}: The next 1 damage that would be dealt to ~ this turn is dealt to any target instead.
Hungering Yeti	1	FRF	Swallow:Optional_YouMay	Optional_YouMay — As long as you control a green or blue permanent, you may cast this spell as though it had flash. (You may cast it any time you could cast a
Bazaar of Wonders	1	MIR	Swallow:Condition_If	Condition_If — When this enchantment enters, exile all graveyards. Whenever a player casts a spell, counter it if a card with the same name is in a graveya
Knight of the Hokey Pokey	1	UGL;UND	Cost:Do the Hokey Pokey	Do the Hokey Pokey
Town-Razer Tyrant	1	YMID	Effect:Unsupported unless clause	target nonbasic land you don't control loses all abilities except mana abilities and gains "At the beginning of your upkeep, ~ deals 2 damage to you unless you 
Irrefutable Evidence	2	UNK	Effect:treat;Trigger:When you collect ~ as evidence	Treat ~'s mana value as 10 while it's in your graveyard. Draw a card.
The Convention Enthusiast	1	UNK	Effect:create	{1}: Create one resource of any type.
Channel	1	SOC	Effect:any	Until end of turn, any time you could activate a mana ability, you may pay 1 life. If you do, add {C}.
Oviya, Automech Artisan	1	DFT;PDFT	Swallow:Condition_If	Condition_If — Each creature that's attacking one of your opponents has trample. {G}, {T}: You may put a creature or Vehicle card from your hand onto the b
The Good Time Sleuth	4	UNK	Effect:as;Effect:manifest;Effect:reveal;Effect:shuffle	shuffle that pile
Rendmaw, Creaking Nest	1	DSC	Trigger:Whenever you play a card with two or more card types	Whenever you play a card with two or more card types, each player creates a tapped 2/2 black Bird creature token with flying. The tokens are goaded for the rest
Words of Waste	1	ONS	Effect:the	{1}: The next time you would draw a card this turn, each opponent discards a card instead.
Arcane Savant	1	CN2	Effect:unknown	Before you shuffle your deck to start the game, you may reveal this card from your deck and exile an instant or sorcery card you drafted that isn't in your deck
Noble Ox	1	MB2	Effect:become	become blocked by ~
Zombie Cheese Magician	1	SUNF	Effect:unknown	{TK}{TK}{TK}{TK} — Whenever ~ deals combat damage to a player, draw that many cards.
Pyxis of Pandemonium	1	THS	Effect:turn	{7}, {T}, Sacrifice ~: Each player turns face up all cards they own exiled with ~, then puts all permanent cards among them onto the battlefield.
Primal Prayers	1	MH3;PMH3	Swallow:Condition_If	Condition_If — When this enchantment enters, you get {E}{E} (two energy counters). You may cast creature spells with mana value 3 or less by paying {E} rat
Sivitri, Dragon Master	1	DMC	Effect:creatures	[+1]: Until your next turn, creatures can't attack you or planeswalkers you control unless their controller pays 2 life for each of those creatures.
Panic	0	5ED;ICE;ME2	NO-GAP-DETAILS	
Disguise Agent	1	UNK	Effect:static_structure	Commanders you own have disguise. Their disguise cost is equal to their mana cost.
Sewer Crocodile	1	SNC	Effect:this	This ability costs {3} less to activate if there are five or more mana values among cards in your graveyard
Join the Group	2	PH19	Effect:it's;Effect:put	You may put a legendary creature card from your hand into the command zone. It's also your commander.
Treacherous Greed	1	MKM;PMKM	Swallow:Duration_ThisTurn	Duration_ThisTurn — As an additional cost to cast this spell, sacrifice a creature that dealt damage this turn. Draw three cards. Each opponent loses 3 life and
Herigast, Erupting Nullkite	1	MH3;PMH3	Effect:static_structure	Each creature spell you cast has emerge. The emerge cost is equal to its mana cost.
Windriddle Palaces	1	OPC2;OPCA	Effect:effect_structure	You may play lands and cast spells from the top of any player's library.
Guild Feud	1	RTR	Effect:you	You do the same with the top three cards of your library
Valor's Reach	1	MOC	Trigger:Whenever your team attacks with exactly two creatures	Whenever your team attacks with exactly two creatures, those creatures gain double strike until end of turn.
Plagiarize	1	10E;9ED;TOR	Effect:instead	instead that player skips that draw
Supersize	1	UNH	Effect:get	Target creature gets +3½/+3½ until end of turn.
Confusion in the Ranks	1	MRD	Effect:exchange	Exchange control of those permanents
Agent Frank Horrigan	0	PIP	NO-GAP-DETAILS	
Hinder	1	2XM;CHK;P06;PRM;PSAL;TD0	Swallow:Condition_If	Condition_If — Counter target spell. If that spell is countered this way, put that card on your choice of the top or bottom of its owner's library instead 
Ultimate Magic: Meteor	1	FIC	Effect:choose	choose an artifact or land that player controls
Volo, Itinerant Scholar	1	CLB;PCLB	Effect:"	"
Cloister Gargoyle	0	AFR;PLST	NO-GAP-DETAILS	
Chatzuk, Mighty Guitarist	1	MB2	Trigger:Whenever two or more creatures you control attack in a band	Whenever two or more creatures you control attack in a band, each creature in that band gets +1/+1 until end of turn for each creature in that band.
Yet Another Aether Vortex	1	ULST;UND;UNH	Effect:unknown	Noninstant, nonsorcery cards on top of a library are on the battlefield under their owner's control in addition to being in that library.
Ambiguity	2	UNH	Trigger:Whenever a player plays a spell that comes into play with counters;Trigger:Whenever a player plays a spell that counters a spell that has been played	Whenever a player plays a spell that counters a spell that has been played, that player may counter the next spell played or put an additional counter on a perm
Favor of the Mighty	1	LRW	Effect:static_structure	Each creature with the greatest mana value has protection from each color.
Narset Transcendent	2	DTK;PIO	Effect:nonland;Effect:when	nonland card, you may reveal it
Myrkul, Lord of Bones	0	CLB;PCLB	NO-GAP-DETAILS	
Tenuous Truce	1	BLC;NCC;PRM	Trigger:When a planeswalker they control or when they attack you or a planeswalker you control	When a planeswalker they control or when they attack you or a planeswalker you control, sacrifice ~.
Gourmand's Talent	1	BLC	Effect:unknown	During your turn, artifacts you control are Foods in addition to their other types and have "{2}, {T}, Sacrifice ~: You gain 3 life."
Orcish Mine	1	HML	Trigger:When the last ore counter is removed from ~	When the last ore counter is removed from ~, destroy enchanted land and ~ deals 2 damage to that land's controller.
______	2	UNK	Effect:its;Trigger:When you play ~ for the first time	When you play ~ for the first time, its name forever becomes a creature type and a noncreature card type of your choice belonging to your first name.
That Which Was Compleated	1	UNK	Effect:unknown	Annihilator X, where X is the total number of poison counters your opponents have.
Brine Hag	1	LEG	Effect:change	change the base power and toughness of all creatures that dealt damage to it this turn to 0/2
Desecrate Reality	1	CMM	Swallow:Condition_If	Condition_If — For each opponent, exile up to one target permanent that player controls with an even mana value. (Zero is even.) Adamant — If at least th
Eventide's Shadow	2	ECC	Effect:draw;Effect:remove	Remove any number of counters from among permanents on the battlefield. You draw cards and lose life equal to the number of counters removed this way.
Goblin Influx Array	1	YDMU	Effect:conjure	conjure a random card from ~'s spellbook into your hand
Grim Wanderer	0	AFR;HBG	NO-GAP-DETAILS	
Phyrexian Incubator	1	UNK	ParseWarning:target-fallback	[warning:target-fallback] search-filter-suffix unmatched 'with phyrexian back faces'
Neurok Spy	0	MRD	NO-GAP-DETAILS	
Three Wishes	1	VIS	Effect:look	look at those cards
Maddening Imp	1	TMP	Effect:non-wall	{T}: Non-Wall creatures the active player controls attack this turn if able. At the beginning of the next end step, destroy each of those creatures that didn't 
Rune-Tail, Kitsune Ascendant	2	PLST;SOK	Effect:flip;Trigger:When you have 30 or more life	When you have 30 or more life, flip ~.
Monument to Perfection	1	ONE;PONE	Effect:lose	lose all abilities
Ironsoul Enforcer	1	NEC	Trigger:Whenever ~	Whenever ~, return target artifact card from your graveyard to the battlefield.
Jon Irenicus, Shattered One	1	CLB;PCLB	Trigger:Whenever a creature you own but don't control attacks	Whenever a creature you own but don't control attacks, you draw a card.
Liberated Livestock	1	WOC	Effect:for	For each of those tokens, you may put an Aura card from your hand and/or graveyard onto the battlefield attached to it
Wretched Bonemass	0	LCC	NO-GAP-DETAILS	
Clone Crafter	1	YMID	Effect:conjure	conjure a duplicate of a random creature card from your opponent's library into your hand
Time Bends to My Will	1	DSC	Effect:skip	Skip the untap step of that turn
Sliver Weftwinder	1	YEOE	Effect:conjure	conjure a random card from the Slivers Spellbook into the top five cards of your library at random
Storm Elemental	1	ALL;CST;ME2	Swallow:Condition_If	Condition_If — Flying {U}, Exile the top card of your library: Tap target creature with flying. {U}, Exile the top card of your library: If the exiled card
Duplicant	0	2XM;ARC;C18;C21;CM1;CMM;DRC;EMA;MOC;MPS;MRD;PRM;PZ1;TD2	NO-GAP-DETAILS	
Soulfire Grand Master	1	FRF;PFRF;PLST	Effect:the	{2}{U/R}{U/R}: The next time you cast an instant or sorcery spell from your hand this turn, put that card into your hand instead of into your graveyard as it re
Bogardan Phoenix	1	VIS	Effect:otherwise	Otherwise
Jade Orb of Dragonkind	1	CLB;HBG	Effect:when	When you spend this mana to cast a Dragon creature spell, it enters with an additional +1/+1 counter on it and gains hexproof
Cloud, Planet's Champion	1	FIN;PMEI	Swallow:Condition_AsLongAs	Condition_AsLongAs — During your turn, as long as Cloud is equipped, it has double strike and indestructible. (This creature deals both first-strike and regular
Improvising Aerialist	1	YDSK	Effect:~	~ and the top creature card in your library without flying perpetually gain flying
